id,frame,x,y,sigma_nm,intensity_photon,offset_photon,bkgstd_photon,uncertainty_xy_nm
826,119,1777.35998618229,2398.58952879469,99.0301858604248,36217.0282179517,4597.31793699679,1173.3199551178,12.1633148603636
835,120,1740.06067118283,2393.66503590911,113.280811549691,80402.4783757916,4670.52996778486,1279.60239367243,7.49566629720328
852,122,1772.16716741809,2383.9898990285,113.15336320568,52113.73164264,5150.94699460993,1525.5360483885,13.7352541654683
856,123,1723.4724020984,2382.79103774511,109.705461612879,45792.5176901748,4516.72006775392,1144.3670593105,11.1365861979368
863,124,1731.93363249348,2374.66356175296,123.461943890339,43679.4975755347,4552.48929681108,1277.86823327726,15.9727477562045
868,125,1709.69480054619,2393.09096055338,86.7200774073459,30115.7678910606,4391.51215818778,1310.93902733856,13.2066598245142
875,126,1737.25070353432,2404.99183455622,85.0901074550732,45405.3760583329,4559.2629023385,1297.43127625332,8.42600418323224
885,127,1754.01328906106,2389.06004740126,101.71331515857,56625.2972618562,4965.37275904111,1351.65329586516,9.36674210161218
894,128,1764.03619915149,2395.61971282283,128.387570932813,66263.4234956688,4539.527252637,1487.10617699472,13.1259299676545
904,129,1746.54024709254,2395.86066540931,133.074091358881,42477.1074383518,4470.66872898605,1173.37375464759,17.2244243519545
914,130,1711.46852407604,2330.09356955933,125.354808748605,53570.7603807525,4465.66841474635,1112.82953404843,11.660720409809
919,131,1718.61704073604,2385.53264237875,129.223626675465,45750.6538960906,4446.73765905782,1504.0702879032,19.4406479435813
928,132,1760.92426200543,2404.51675966504,117.749996069873,44008.0594281555,4804.0171860468,1235.33949725648,14.1147120608732
935,133,1746.70929446981,2363.16278473034,120.043980817961,60907.4022979443,4476.33471724093,865.347381870327,7.41293915492208
941,134,1728.85347773171,2373.32787680947,144.16149396394,44977.1355906052,4476.51816431175,1452.25140174068,23.2321656710343
1018,144,2588.55646571599,1477.11051101883,113.286230110882,46707.3698889456,4729.50105959524,1217.58689655835,12.2665452968305
1069,152,2586.66754421413,1504.91284677225,137.894658084837,78461.4033320429,4543.02284630446,1369.45571650767,11.6015579672582
1109,157,1707.87363051474,2401.91095961436,124.956621293658,49969.8898832844,4405.40881813799,1110.5447601797,12.4041196006521
1119,158,1744.47718251121,2397.5559701449,155.894454768963,61054.6264441809,4690.19663069093,1192.2234388405,16.2231661621408
1120,158,2597.35585424568,1469.16838206267,143.630005219581,48108.8397083556,4456.56306048174,1209.92741302563,17.9876829236151
1129,159,1736.43033380087,2384.76277698337,93.4458527230058,41112.6330523993,4588.54851043121,1279.07860011392,10.6289770566733
1137,160,1747.15342241069,2405.74520384905,94.5147435974102,46160.3032256092,5143.35776640152,1138.33950344583,8.58936854876509
1143,161,2568.45643862907,1499.13209777002,144.169693762828,72422.021376462,4631.55145707681,1277.06980994773,12.702800731661
1158,163,1783.73094497678,2407.10142531986,111.751206731052,47517.2902559706,4794.85677922817,1286.90436179653,12.4471783883773
1197,168,2535.73675470387,1495.56729661826,192.694808921773,90710.0052830498,4446.34576644771,1280.65954589417,17.4158108933453
1208,169,2582.1367536731,1476.99750260238,138.297840964782,91497.7276510082,4934.96179967644,1411.4316453497,10.3088396807336
1214,170,2543.86652184571,1490.8625526984,148.354949231884,84582.0926970632,4657.59495784659,1304.86968392714,11.7079319612257
1222,171,2570.93945857003,1479.07736976326,144.127838356336,114928.081169369,4553.68960866852,1031.79194547389,6.48227892827954
1226,172,2590.91157162022,1506.2844345749,132.210023052648,98627.7124713735,4904.59673255408,1283.60356411719,8.03123963887412
1230,173,2569.54814527221,1516.53256662361,131.929300722398,95466.5941205874,4639.57850983566,1447.87783540322,9.31608822774535
1237,174,2564.94273917787,1481.52041390371,158.944071249321,124199.980015345,4908.46617285658,1209.73686057088,8.39712206557928
1246,175,2556.4098366547,1489.89444494695,129.008061470048,96138.2751063711,5060.69578247829,1346.97525999824,8.27499166227874
1254,176,1788.6026616892,2365.97823445495,109.877276423951,44184.0269675448,4675.78314946675,1234.46549268907,12.4776314183538
1255,176,2564.89162590892,1473.59938470761,116.992879467537,68248.5891678181,4834.6062464842,1302.28848927894,9.49379691303211
1263,177,1785.12526127145,2384.92161600324,130.476570046639,62074.7182710958,4903.6600595622,1335.85614553988,12.9563497882456
1264,177,2562.00739090044,1496.1278440472,147.45705239424,75605.7611363393,4560.84240221079,1302.1516283255,12.9246829771389
1270,178,2578.27260507359,1494.672448594,144.518760856874,105690.628953146,4383.25974385481,1259.1153747058,8.62733003209881
1277,179,2594.49596086473,1514.67752293802,144.177207201106,98344.6736024889,4533.32920472893,1450.31094859271,10.6236771305446
1284,180,1796.88809195126,2413.22331521067,111.956642532406,37883.556277735,4850.47521324712,1309.67933366953,15.9317230951375
1285,180,2554.12165922673,1506.19293288872,128.807060777793,79941.709164055,5219.98038849705,1181.80294627697,8.71060204997695
1293,181,2582.58208200916,1503.03335159082,130.830467945165,67774.5409766828,4996.36331222892,1199.84784579285,10.7177274224313
1303,182,2558.88075411077,1478.04424682059,133.816676592348,98582.3878572389,5315.63783092917,1660.21307679918,10.6033117482876
1310,183,2569.2524231172,1494.95079869366,136.20412069475,97161.8565916544,4876.49051938455,1498.93198680775,10.0296221918281
1316,184,2592.90924100344,1472.0609738608,119.318784022702,80542.9744565946,4766.91692843254,1013.22314649116,6.49214748170992
1324,185,2602.80803968912,1499.23738622918,149.741836905446,65167.2537907697,4457.90170246251,1231.88974217682,14.5888549388989
1333,186,1767.64547022653,2386.68308767713,133.247189768192,38469.1744048228,4456.81784626092,1390.03985112875,22.5664785659013
1410,196,1740.62128209817,2419.39355384365,125.647739335655,54123.75491919,4507.57370168966,1298.86996223875,13.5156965840065
1417,197,1750.60998291548,2400.40068219998,120.020736326859,42456.3079779795,4925.53595794288,1373.35206284569,16.8048639947856
1424,198,1766.12015128267,2450.37459822368,137.342752066155,42983.3068948254,4462.645870663,1142.01901027657,17.5314715802827
1447,203,1752.13484014423,2372.54115152388,115.58779868695,68802.4405006943,5179.53357293597,1311.26400689179,9.28665273399051
1453,204,1754.46634955184,2385.66268384897,107.012865123283,73896.2822421988,5001.7815951888,1167.10099209883,6.75754303347638
1537,217,1748.22018533124,2388.68078622581,131.708962838082,80619.8108819584,4254.48567275229,1233.78179804984,9.37782425565738
1546,218,1724.68018503209,2416.50968708739,124.905685401797,56157.3636096561,4518.34589258482,1352.20386956744,13.4190052385854
1714,240,1687.47244972948,2421.05078335087,110.305186059216,35836.81945732,4597.06959535844,945.598620473911,11.8756636156066
1725,241,1770.26606497975,2411.36937327567,137.123272693891,77269.3524151367,4518.66125486986,1226.39092212364,10.4501114356304
1730,242,1750.28986939335,2409.86423655574,138.87076650076,47292.456980308,4589.83339876285,1377.4281339087,19.5924658400646
1799,254,1757.07171175045,2391.25630006934,115.828101298354,35317.4410298996,4510.92349042054,1231.50377677455,17.0367017171114
1806,255,1748.59078446107,2400.41593240076,118.366072974256,89787.7251364034,4516.85765500956,1083.67884066542,6.14148892390511
1813,256,1761.58863406763,2420.54485675153,125.266012453495,45360.8210666654,4703.26863651375,1325.31492998891,16.3615619626649
1820,257,1745.38692447106,2408.6499896848,95.2326727032649,40019.2353816846,4282.33024706848,1336.07560992252,11.7558380339998
1828,258,1729.61798945692,2351.64349316787,101.226533092651,30680.2898837222,4470.56056454108,1323.51503405497,16.7780604750985
