id,frame,x,y,sigma_nm,intensity_photon,offset_photon,bkgstd_photon,uncertainty_xy_nm
410,52,2017.82287055968,1526.65888886551,249.597662756544,124894.872669477,5518.48826960504,1599.96205171624,25.9092195109527
1989,298,510.084927445283,905.770979775778,114.410588772131,39510.1326122934,4804.58097044698,1028.4590445928,12.4653996349104
1995,299,502.300278713834,870.087625051123,159.611696776008,60898.3031267906,4351.36693856556,1264.25020033387,18.0070435868496
2480,373,456.039629551347,147.102523992415,223.36295066478,70814.1124964479,4086.63761947058,1345.74134550849,31.0400999281239
3045,457,593.054083134506,145.55379346436,177.563296074566,64470.780052568,4929.49947110127,1464.3105617069,24.0046332107995
3073,460,584.237027295025,205.568669047034,259.913686667625,98529.1167915489,4067.43511098037,1252.68893051794,27.8237792571534
3128,465,1222.18941701459,2879.50330407142,172.605968378288,48930.1431744698,5055.06309960699,1415.26729277972,28.990813180312
3141,466,1282.08705005264,2836.68294952445,266.634867714995,116364.741113858,4212.66605713565,1541.00068535535,30.4386002064536
3152,467,1199.17262571633,2866.40297015193,210.683705699144,69590.2663969506,5147.95225740065,1584.88769025243,33.252527870613
3371,491,1164.1228340557,2816.27988924132,224.802776489311,74886.5583811731,4534.6604450128,1366.49898902476,30.1741830583802
3457,503,2487.61426141936,660.994837955121,171.082085952401,91122.2488820621,4237.99179203514,1362.82484907205,14.7559345772339
3465,504,2498.49811345672,714.250986157656,140.350105312272,55763.6328828573,4573.29564185387,1560.19638343531,19.1789524851928
3477,505,2497.05654181183,702.440163362275,144.944399663436,148856.355624359,5492.31636461705,2140.79478145228,10.4503627004307
3486,506,2487.94581005241,660.896135371568,128.712720675167,73035.0284822743,4785.48017736619,1210.37411250202,9.74836487636938
3500,507,2506.70896721148,692.794116144241,157.153769231075,185624.257060397,5026.25113083227,1535.96127076285,6.98298649175916
3577,515,2345.2448917562,423.519762423944,92.8993319366821,26449.5365727399,4756.81757995924,1160.26935603784,14.8419200673461
3588,516,546.989695137912,130.870435983097,159.701398794751,45093.4021222247,5164.62596168782,1178.22620181751,22.6852929923386
3610,518,2524.23606559091,692.250602029819,165.365376436736,121094.337787212,4456.15084410687,1369.49838420162,10.4805528670824
3621,519,2498.46034237281,676.610294528118,156.713662857027,233925.028890842,4668.31000419752,1754.74118641418,6.29641913552233
3634,520,2489.22944982763,668.45657005909,149.800377445293,201855.872061979,5545.18576883792,2048.63373335662,7.8350846369857
3650,521,2481.21035837709,679.791658819497,149.393794906129,219923.385142992,5530.66375202238,1824.20874259429,6.37689519504367
3665,522,2506.679691378,679.08686432065,167.947092294565,88825.9637369826,5088.86074913159,1572.83561004882,16.8700022268963
3681,523,2471.14581545315,694.387739763828,163.819482056311,192189.940234243,4850.41948281066,1442.15121134294,6.83958238719184
3695,524,2467.36761862066,696.484546036825,154.935143982332,44361.4762254708,4378.34707079756,1179.23442425919,21.8278924814039
3775,533,2485.05626128343,710.723984738399,156.921393450817,59493.8827275592,4114.15998411021,1041.09265541648,14.7238573248726
3805,537,2512.1301127612,671.306529729505,149.337100530684,52750.1326735016,4775.59044857665,1151.52053224608,16.7639732530791
3815,538,2499.00383884923,682.804447614959,134.923603145427,115530.120642098,5085.49856961822,1464.36099542075,8.10648433134185
3825,539,2485.62376058249,674.261220066215,174.178574207158,165581.133701336,4402.62400998257,1367.96047721275,8.4374219469644
3996,559,2481.9126316998,678.681184610132,159.374544580278,190499.77919727,5375.41764802556,1512.71030576085,6.8775247247471
4004,560,2490.65091991141,676.655846813155,141.835132056225,101568.094419748,4979.69601371048,1341.26671565493,9.24017672419206
4121,575,1205.2827498631,2866.38563133889,186.891836648957,52913.2364611239,4638.1786944571,1110.67806049541,24.440408841101
4170,584,513.827892752981,903.950580733201,192.997554001719,61437.9186837618,3589.08395208489,1131.32397713205,22.7829601092455
