id,frame,x,y,sigma_nm,intensity_photon,offset_photon,bkgstd_photon,uncertainty_xy_nm
364,49,2621.33846828814,1292.9041275675,163.6982806636,48864.0427290122,5073.14610459832,1277.42005232382,23.7529385654174
455,60,2297.95525921796,1376.77647995023,89.035935239172,31027.9657139662,6013.6659425271,1481.1467306189,15.0853423636847
601,84,1568.90447006279,2958.00145712895,173.198453321223,103572.941468783,5624.93920037627,1403.88378087994,13.6839024744235
742,107,1590.47690107117,2970.84244914642,227.488150695257,88337.0915213508,4793.56126779657,1508.46834040828,28.8838285717415
751,108,1601.37793207964,2946.01147871215,192.38790244598,77507.3357808632,5592.06331741914,1299.71172724244,20.6185405762331
1166,164,1583.15746215725,2973.89942713031,161.272291940119,114048.722007106,6316.65732869042,1759.5466240643,13.6341000227507
1174,165,1528.50985418965,2976.2662280714,150.984932289764,105115.326804314,6129.47383281053,1317.5591103287,9.82589410578592
1260,177,1558.40205267024,2971.90047885472,155.472564802765,109629.833409089,6083.88751808622,1569.34201065769,11.830215384349
1267,178,1582.08520887883,2996.13720620391,151.950634276969,103110.660853931,6106.50950491377,1691.64327416354,12.9961642094712
1275,179,1600.21919091172,2953.20446857949,154.150333369842,130937.971260474,6016.80382877732,1566.8974457032,9.73895510370078
1282,180,1571.49279632633,2951.46814177774,155.747290624741,133642.419317579,5608.51625335085,1894.85304124826,11.7502795458297
1290,181,1586.84129008184,2973.77720697967,154.361295505984,127155.330989297,5648.26211098287,1423.03420017917,9.13481845911575
1300,182,1594.6612215818,2980.58043700698,149.671014332982,115071.831191543,5279.13224745765,1713.11717632268,11.4732297690599
1308,183,1568.11901940527,2958.87639614341,150.733733719643,125378.026109972,5754.25159735545,1662.29195557244,10.3531330784189
1315,184,1589.21938091373,2967.27672642895,137.640238865494,122169.149519446,6144.7521738685,1809.60010288511,9.80807608100338
1322,185,1611.94407958542,2962.10537744984,118.481481928285,62268.7276105952,5754.42840480737,1487.14743045993,12.1349320005344
1465,206,2567.70342772696,1158.60552175127,160.909945342816,43270.4666988278,5140.97294415312,1444.03615750501,29.3608451812051
1469,207,1574.21569712893,2990.308662777,155.825226462816,87496.1180324684,6114.22659028832,1646.09566560597,15.6052287978938
1475,208,1558.70657289971,2956.39395433265,174.240516875406,68797.485828655,5371.79486190811,1361.42064880178,20.1945168215478
1723,241,1549.9897148029,2970.20973312849,128.421780047819,94278.9757906121,6176.56096365276,1459.48666894205,9.06493449259816
1729,242,1585.59977779362,2986.26108593028,159.871773354991,145136.580741626,6105.75458009238,1604.72339501591,9.62214358547703
1827,258,1589.23887894866,2973.46660466897,164.921512756192,139284.79118243,5909.92517682099,1964.96211071704,12.9921542958674
1882,265,1579.12896709385,2966.09736180625,157.745374043198,157761.240881197,6253.3691573434,1305.34464451782,7.03572721725269
1891,266,1563.48047874343,2966.04331598918,139.895945199118,60546.2243646462,6352.03006383008,1708.53036187169,19.22705629924
1901,267,1592.1303690207,2983.93634227,140.808357173185,102818.018949321,6660.38775586234,1621.65813182823,10.8820930264013
2591,366,2658.07056991417,400.477069354019,150.079931323836,51238.8995716924,5725.48404109955,1510.80930245124,22.8260294703918
2617,369,402.438004520831,194.563703127789,266.31275631802,191718.36394613,4413.83138889611,2549.69656962601,30.4750467558288
2629,370,362.316277441838,425.751684928908,184.994567891894,153865.869495751,5878.10613447716,2141.86199541406,15.8839114784658
3339,475,7.56029057149499,1901.67881472797,193.690676431648,64989.1455590648,4846.03733740771,1259.46921512815,24.132876409041
3349,478,0.215438575705775,1943.95257869717,159.057941309078,61503.4318439987,5479.64709158546,1403.1119190432,19.6547201744128
4360,654,588.538464650635,2857.22417994296,164.235117589831,90039.5533699573,5648.45009322252,1608.25291779266,16.3255448287261
4366,655,639.593280443911,2798.34447864562,169.684469690815,105974.459423112,5668.86870753644,1422.80136866775,13.0462168625474
5854,898,1102.50007923262,223.397419759738,165.015694954324,130840.491794632,5473.72200180398,2000.19432574083,14.0918389719943
5860,899,937.353259893454,446.060052790483,255.925747796117,201180.078538718,4767.75575280725,1737.18832719997,18.3335858866741
5867,900,802.343332306911,218.859505415405,154.245765290161,114896.89369922,4966.90561635927,1457.46677118553,10.3363865684022
5875,901,968.475756386273,243.976153301268,182.393458407594,138279.875383827,5098.5865010959,1647.16295060013,13.2443631368845
5883,902,1152.87646784946,203.648993496838,181.893803286674,136487.493678387,5268.34844477165,1456.6726867543,11.811310340441
5891,903,1181.62909051374,147.472422322491,187.459189819115,125711.756028327,5508.24485396878,1966.8406459259,18.3038731907881
5896,904,1079.872697675,219.998793378054,178.592721547874,140293.351369929,5255.50791895382,1262.30172581671,9.62961716074393
5898,905,1108.4617404071,371.941582935442,175.804304466725,158163.322602514,5474.84142082837,1383.94106940489,9.09091112937115
5901,906,1043.51575438117,256.050539432892,172.502528755953,113982.985068263,5543.91241544602,1383.01286411668,12.1603943572162
5905,907,1408.30948054962,225.203062207127,153.9027593221,118713.938078494,5609.96895669359,1416.68404693846,9.68660045758981
5909,908,1296.52708502997,418.071976730211,142.036360620025,124467.261922649,5780.736936068,1586.65362894383,8.93814156306833
5915,909,1336.17289262299,450.480137229013,195.655946891481,173103.136644851,5103.81773937473,1867.57680448884,13.6903324543644
5919,910,1540.18392604838,514.664549199206,180.625422720348,123811.35430109,4877.91713644852,1464.42454281863,12.9169473330784
5930,913,1749.18304703286,616.262175943541,92.9759261364281,25161.9842676254,5247.90172908006,1387.28071940593,18.6634478345554
5936,914,1776.91604813204,639.487911955968,161.323464732425,177040.624838581,5753.77332717244,1614.58713845503,8.07298948046276
5943,915,1519.31800304407,493.952960343604,147.915299313858,164902.252814624,5843.26424592952,2085.35630552541,9.53640765040896
5948,916,1186.89051690161,135.957852869109,217.875761997976,171183.397234398,5151.8534706583,1787.43499576964,16.2607511151625
6004,928,272.919604549919,214.53777595521,189.461293494064,145869.390361,5269.35901035347,1710.45647657417,14.0034516946013
6008,929,293.324709101998,204.518929785922,155.328616832931,131625.283062399,5762.00681657987,1629.51761590471,10.2151150154363
6014,930,176.237614910973,276.374297053793,174.673651923382,151929.166414966,4801.47182773323,1662.15710778284,11.2194424970052
6020,931,81.6209698501516,248.938054724311,152.454772498824,155805.078933245,5833.76641614063,1867.53230004238,9.55474206497009
6024,932,57.7421216836701,236.368921313784,183.004528020224,149646.862852648,4998.88119628434,1667.23028505778,12.4662180377942
6028,933,99.5862804259414,302.529079173863,192.044474470474,150195.678813103,5046.39692031473,1761.04236856331,14.3638270721346
6033,934,152.9942301234,159.187986591802,172.592671458455,161755.922195829,4851.98516840171,1397.80541811387,8.67463906393784
6045,936,122.238089567956,131.59048419763,137.924582934607,95008.4078918362,5948.17619921915,1397.35187188711,9.78257556855846
