id,frame,x,y,sigma_nm,intensity_photon,offset_photon,bkgstd_photon,uncertainty_xy_nm
15,2,2535.74394597382,1553.71809135002,172.246647010524,59203.1338312397,6642.39036214995,1893.33405331836,31.9121739760772
34,4,2674.7815861342,141.700248163241,128.771970319343,41360.4177565478,5587.14549812401,1347.81461113838,19.1560370133085
101,11,844.617777319276,2693.87318810926,160.116410859997,105144.430407607,5100.74041253425,1617.99449634685,13.4223521462031
216,23,1480.53190560199,2532.84648279216,115.811928176932,31485.0307152693,5369.18620899443,1261.83960251109,19.5717713256094
285,33,2139.7230603995,289.247981383251,128.076686299104,96572.0744098655,5247.13258065363,1819.0387840343,10.9667912050498
289,34,876.728259166188,2693.77080144379,145.005795538739,39329.4866506182,4451.9006255039,1060.77334459006,19.6323320515858
293,35,876.199612350614,2683.00851299373,149.0931018712,56967.4265044028,4843.8861713027,1397.46364790131,18.7697356769739
301,38,2680.86878866932,189.293296277468,169.850724605231,46868.9912512923,5040.40065522983,1505.4244482191,31.2371640408185
304,39,2676.07954422987,173.572244371535,133.005029639997,74052.7097564445,5650.15797960903,1283.7804645812,10.8052509896375
390,52,1824.5083071651,2242.52697118296,129.897526628659,97974.4460575857,5551.57829441006,1928.44426401613,11.7476986888765
398,53,1799.32902086061,2238.63861369387,131.894862519803,125716.086541727,5742.67567353797,1684.40468764737,8.22445839061584
481,69,2658.14379987334,165.042121091039,130.200700608922,111051.057933331,5473.66402144435,1579.83055526105,8.53505400070017
488,70,2661.30876963476,170.294325593593,131.159598242752,210370.723959273,5714.26226279078,1850.33296889363,5.34947201219069
498,71,977.416870670661,2801.03978023306,99.7916853811833,36867.654143872,5108.30361642,1489.62307868942,15.3456069013095
509,72,986.680904707186,2773.21622248982,156.393597736238,112597.840975048,4607.38202274515,1289.71885697552,9.57919245439106
518,73,1025.44634221928,2794.02834833687,150.240100125382,93244.8087249473,4765.83029330332,1887.28300273531,15.6976999955827
549,77,2665.94214791369,144.422128461367,130.076610425032,136259.529929873,5392.27857864873,1417.20333513179,6.23718298529493
717,106,1795.95306464382,2199.628136048,140.088539508393,44487.4177724909,4759.55254555125,1237.00351279046,19.0069245648175
959,141,1799.49582358294,2231.74838490831,129.657300114921,72618.5148727613,4946.1281284831,1336.80145503079,10.9629734948755
980,143,2533.31937464407,2600.32635915237,133.208066955335,79502.6641927743,5774.09779682219,1676.18487307515,13.1623637047284
1110,162,2679.09919421886,155.557922327785,123.012181134713,102678.362911505,5178.19500349012,1656.26209921262,8.75289314580228
1119,163,2672.33413101292,165.834001625954,129.512260914964,205008.097833167,5624.95633600733,2199.69127852665,6.37452592635675
1127,164,2684.13016975421,163.093600049011,131.140632477897,143397.781452003,5101.7261042302,1347.65766375487,5.72115594123623
1180,171,919.362974585196,2846.30515619834,128.292071181822,144038.695811333,4844.42652381845,1436.7966227737,5.83806237234637
1188,172,977.37674630929,2828.00444671314,168.27018770731,59714.4239887846,4188.84526597335,1208.65781117734,19.3624028569646
1438,205,2554.78753619493,211.540512595475,223.703631177774,313565.734871336,4481.82457831301,5346.64911603716,27.8906102894623
1446,206,2717.1030761272,194.831195149905,115.348390796662,33634.3858135246,4505.94881147568,1247.92007260991,17.9964386543405
1825,256,1467.96386760084,448.743735768781,110.2824330297,51728.015669201,4794.34819307034,1271.65908258321,11.049457791467
1831,257,1469.7735665168,473.961781359671,121.02782034518,37438.7533844027,4809.02583146193,1314.07928802135,18.5021447139907
1857,262,2113.93389542875,312.700262910836,139.056520280453,89294.3502316667,5199.01076514603,1568.87178149741,11.8511452175722
1864,263,2142.97491791045,303.368857311241,148.206803000072,133729.395736204,5232.89041696274,1656.41972794946,9.38003190448145
1871,264,2148.8916955139,308.549218659289,117.942997857593,95062.9652716341,5982.37732530433,1927.9234150713,10.2193220318263
1942,276,940.952068661802,2874.97275446766,124.854140984002,46497.1046158005,4500.09570067181,1035.08039902565,12.4101095396427
2111,307,2685.24446534065,145.378819044236,129.515595710957,184968.303244695,5654.66149779656,1486.2560467375,4.78523198871641
2118,308,2659.59639691173,152.772824479802,130.26502185141,206503.037548105,5315.72573788769,1717.9671494772,5.00118745736945
2122,309,2675.51221569698,163.861221625953,128.819555930524,187704.616523165,5538.56598779548,1968.13578329064,6.17284415990238
2131,310,2668.12012618108,144.614819469196,133.071240981759,189291.921895347,5543.5366318776,1816.61394788108,5.98785112244633
2139,311,2659.11283647327,168.657745594257,132.484447730172,191626.762159012,5823.25806965835,2292.01633502849,7.39570957840861
2148,312,2676.91546708858,162.660424292229,131.231778957232,194857.137647455,6141.33125563241,2253.01662263477,7.03029923366948
2160,313,2676.09361814177,148.582884507974,140.391525914802,196380.482490827,5813.83463492215,1969.02480938109,6.8830266932226
2169,314,2681.67889199287,159.014567805014,138.682744349043,205361.460365069,5510.11652568569,1801.20084865795,5.89350505895728
2180,315,2646.70968299717,168.069948579017,148.926084519916,237519.48718919,5461.37152275451,1996.54209086538,6.42338833043428
2231,325,1991.36414565174,2817.40484457584,234.643784819079,82891.906137719,4409.09538143143,1212.94445689671,26.2837264213035
2317,333,2039.6235800148,2807.25700997313,170.567019356524,55397.8409523996,5433.23891043102,1358.51611147087,24.0462149639691
2591,369,1487.53913849165,421.392881104788,139.878351488731,59471.4130958307,4353.61198610554,1164.16921078245,13.3542579558811
2600,370,1464.46574202498,440.859304386719,138.971203550898,95871.6614123233,5312.48868363887,1542.06329392918,10.8395785080456
2609,371,1464.32806171479,452.149918587314,149.883210456567,88396.4868791791,4759.40525267907,1569.25257285072,13.7162614919691
